province,max,min,rain,humidi,date
Ho Chi Minh City,36,27,28.7,65,4/6/2014
Ho Chi Minh City,36,27,0,60,4/6/2015
Ho Chi Minh City,36,26,0,62,4/6/2016
Ho Chi Minh City,35,26,0.8,63,4/6/2017
Ho Chi Minh City,32,25,0.1,66,4/6/2018
Ho Chi Minh City,35,27,0,59,4/6/2019
Ho Chi Minh City,38,27,0,58,4/6/2020
Ho Chi Minh City,37,27,0,55,4/6/2021
Ho Chi Minh City,32,25,9.3,75,4/7/2009
Ho Chi Minh City,36,27,0,57,4/7/2010
Ho Chi Minh City,35,24,0,63,4/7/2011
Ho Chi Minh City,35,26,0.2,67,4/7/2012
Ho Chi Minh City,36,29,11.9,70,4/7/2013
Ho Chi Minh City,35,27,20.4,69,4/7/2014
Ho Chi Minh City,36,27,0,60,4/7/2015
Ho Chi Minh City,37,26,0,62,4/7/2016
Ho Chi Minh City,35,26,0,63,4/7/2017
Ho Chi Minh City,36,26,0,54,4/7/2018
Ho Chi Minh City,36,27,0,62,4/7/2019
Ho Chi Minh City,38,26,0,59,4/7/2020
Ho Chi Minh City,37,27,0,56,4/7/2021
Ho Chi Minh City,34,26,11.5,67,4/2/2009
Ho Chi Minh City,37,26,0.6,65,4/2/2010
Ho Chi Minh City,35,26,4.3,68,4/2/2011
Ho Chi Minh City,31,24,33.5,83,4/2/2012
Ho Chi Minh City,39,28,0.4,64,4/2/2013
Ho Chi Minh City,37,26,0,62,4/2/2014
Ho Chi Minh City,37,27,0.1,61,4/2/2015
Ho Chi Minh City,36,26,0,62,4/2/2016
Ho Chi Minh City,35,25,15.5,69,4/2/2017
Ho Chi Minh City,34,25,0,56,4/2/2018
Ho Chi Minh City,37,26,0,58,4/2/2019
Ho Chi Minh City,36,27,0,57,4/2/2020
Ho Chi Minh City,37,28,1,57,4/2/2021
Ho Chi Minh City,36,25,0,61,3/21/2009
Ho Chi Minh City,34,28,0,56,3/21/2010
Ho Chi Minh City,35,25,25,75,3/21/2011
Ho Chi Minh City,35,26,9.9,70,3/21/2012
Ho Chi Minh City,38,25,0,65,3/21/2013
Ho Chi Minh City,34,26,0.3,66,3/21/2014
Ho Chi Minh City,35,25,0,57,3/21/2015
Ho Chi Minh City,36,25,0,66,3/21/2016
Ho Chi Minh City,35,25,0.2,68,3/21/2017
Ho Chi Minh City,35,27,2.8,64,3/21/2018
Ho Chi Minh City,36,27,0.1,63,3/21/2019
Ho Chi Minh City,36,25,0,62,3/21/2020
Ho Chi Minh City,36,26,1.3,66,3/21/2021
Ho Chi Minh City,35,25,0.1,65,4/8/2009
Ho Chi Minh City,39,28,0,54,4/8/2010
Ho Chi Minh City,37,24,0,61,4/8/2011
Ho Chi Minh City,36,26,1.7,65,4/8/2012
Ho Chi Minh City,35,28,8.8,69,4/8/2013
Ho Chi Minh City,35,27,15.4,68,4/8/2014
Ho Chi Minh City,38,26,0,53,4/8/2015
Ho Chi Minh City,36,26,0,64,4/8/2016
Ho Chi Minh City,36,27,0,63,4/8/2017
Ho Chi Minh City,33,27,0,51,4/8/2018
Ho Chi Minh City,35,28,0,63,4/8/2019
Ho Chi Minh City,35,26,2.9,66,4/8/2020
Ho Chi Minh City,33,27,5.5,64,4/8/2021
Ho Chi Minh City,34,27,17.5,75,4/5/2009
Ho Chi Minh City,37,27,0,59,4/5/2010
Ho Chi Minh City,35,24,0.1,66,4/5/2011
Ho Chi Minh City,35,25,0,71,4/5/2012
Ho Chi Minh City,35,28,10.6,70,4/5/2013
Ho Chi Minh City,38,27,2,61,4/5/2014
Ho Chi Minh City,35,27,0.4,63,4/5/2015
Ho Chi Minh City,36,26,0,63,4/5/2016
Ho Chi Minh City,34,26,16.5,66,4/5/2017
Ho Chi Minh City,30,26,0.4,68,4/5/2018
Ho Chi Minh City,35,27,2,60,4/5/2019
Ho Chi Minh City,39,27,0,51,4/5/2020
Ho Chi Minh City,34,27,0.1,59,4/5/2021
Ho Chi Minh City,35,26,5.3,67,4/10/2009
Ho Chi Minh City,38,27,0.7,55,4/10/2010
Ho Chi Minh City,36,25,0,58,4/10/2011
Ho Chi Minh City,37,27,0.1,62,4/10/2012
Ho Chi Minh City,35,28,7.9,68,4/10/2013
Ho Chi Minh City,34,26,7.9,68,4/10/2014
Ho Chi Minh City,38,27,0,54,4/10/2015
Ho Chi Minh City,38,26,0,57,4/10/2016
Ho Chi Minh City,36,27,0,69,4/10/2017
Ho Chi Minh City,36,27,0,54,4/10/2018
Ho Chi Minh City,38,28,0,59,4/10/2019
Ho Chi Minh City,34,27,6.8,66,4/10/2020
Ho Chi Minh City,35,27,3.6,62,4/10/2021
Ho Chi Minh City,33,26,4.9,67,4/9/2009
Ho Chi Minh City,35,27,3.8,66,4/11/2009
Ho Chi Minh City,36,27,0.2,61,4/9/2010
Ho Chi Minh City,36,24,0.6,62,4/9/2011
Ho Chi Minh City,37,26,0.1,61,4/9/2012
Ho Chi Minh City,34,28,3.2,71,4/9/2013
Ho Chi Minh City,37,26,5.1,69,4/9/2014
Ho Chi Minh City,37,27,0,54,4/9/2015
Ho Chi Minh City,37,26,0,62,4/9/2016
Ho Chi Minh City,36,27,0,65,4/9/2017
Ho Chi Minh City,37,25,0,48,4/9/2018
Ho Chi Minh City,37,28,0,59,4/9/2019
Ho Chi Minh City,33,27,11.1,68,4/9/2020
Ho Chi Minh City,34,27,2.5,63,4/9/2021
Ho Chi Minh City,38,27,0,55,4/11/2010
Ho Chi Minh City,36,25,0.2,61,4/11/2011
Ho Chi Minh City,36,27,19.6,66,4/11/2012
Ho Chi Minh City,34,28,18.4,74,4/11/2013
Ho Chi Minh City,36,26,5.7,67,4/11/2014
Ho Chi Minh City,36,27,0,59,4/11/2015
Ho Chi Minh City,37,28,0,60,4/11/2016
Ho Chi Minh City,37,26,0,66,4/11/2017
Ho Chi Minh City,36,27,0,60,4/11/2018
Ho Chi Minh City,36,28,0.3,62,4/11/2019
Ho Chi Minh City,35,27,2.6,63,4/11/2020
Ho Chi Minh City,36,27,0,58,4/11/2021
Ho Chi Minh City,31,26,13,83,4/13/2009
Ho Chi Minh City,39,27,1.1,55,4/13/2010
Ho Chi Minh City,36,24,0,58,4/13/2011
Ho Chi Minh City,35,26,4,68,4/13/2012
Ho Chi Minh City,32,27,3.7,64,4/13/2013
Ho Chi Minh City,35,26,1.2,65,4/13/2014
Ho Chi Minh City,28,27,24.6,69,4/13/2015
Ho Chi Minh City,34,27,1.9,63,4/13/2016
Ho Chi Minh City,35,27,0.5,64,4/13/2017
Ho Chi Minh City,38,27,0,62,4/13/2018
Ho Chi Minh City,36,29,0.2,60,4/13/2019
Ho Chi Minh City,34,27,14.1,68,4/13/2020
Ho Chi Minh City,33,28,0.1,65,4/13/2021
Ho Chi Minh City,33,26,15.7,81,4/14/2009
Ho Chi Minh City,38,27,0.1,56,4/14/2010
Ho Chi Minh City,38,25,0,59,4/14/2011
Ho Chi Minh City,35,26,5.8,68,4/14/2012
Ho Chi Minh City,38,26,0,61,4/14/2013
Ho Chi Minh City,36,27,2.8,65,4/14/2014
Ho Chi Minh City,36,25,1.2,64,4/14/2015
Ho Chi Minh City,36,25,1.2,64,4/14/2016
Ho Chi Minh City,37,26,0.1,57,4/14/2017
Ho Chi Minh City,38,27,0,61,4/14/2018
Ho Chi Minh City,37,29,0,59,4/14/2019
Ho Chi Minh City,33,26,8.9,68,4/14/2020
Ho Chi Minh City,34,27,8,65,4/14/2021
Ho Chi Minh City,33,26,15.4,82,4/15/2009
Ho Chi Minh City,41,28,0,53,4/15/2010
Ho Chi Minh City,35,26,3.9,67,4/15/2011
Ho Chi Minh City,35,26,0,69,4/15/2012
Ho Chi Minh City,37,27,0,61,4/15/2013
Ho Chi Minh City,36,26,4.7,65,4/15/2014
Ho Chi Minh City,35,26,1.9,65,4/15/2015
Ho Chi Minh City,35,26,1.9,65,4/15/2016
Ho Chi Minh City,37,26,0,57,4/15/2017
Ho Chi Minh City,35,27,0,64,4/15/2018
Ho Chi Minh City,38,29,2.7,57,4/15/2019
Ho Chi Minh City,34,27,26.6,68,4/15/2020
Ho Chi Minh City,34,27,4.4,66,4/15/2021
Ho Chi Minh City,33,26,9.2,80,4/16/2009
Ho Chi Minh City,35,28,16.8,69,4/16/2010
Ho Chi Minh City,36,25,0,69,4/16/2011
Ho Chi Minh City,36,27,0,68,4/16/2012
Ho Chi Minh City,37,27,0,64,4/16/2013
Ho Chi Minh City,35,27,5.8,65,4/16/2014
Ho Chi Minh City,36,27,0.4,59,4/16/2015
Ho Chi Minh City,35,26,1.4,66,4/16/2016
Ho Chi Minh City,38,26,0,61,4/16/2017
Ho Chi Minh City,39,27,0,57,4/16/2018
Ho Chi Minh City,35,29,4.5,62,4/16/2019
Ho Chi Minh City,34,27,8.5,65,4/16/2020
Ho Chi Minh City,34,27,8.7,67,4/16/2021
Ho Chi Minh City,37,27,0.7,56,3/30/2009
Ho Chi Minh City,35,27,1.3,60,3/30/2010
Ho Chi Minh City,33,22,0,61,3/30/2011
Ho Chi Minh City,37,27,0.9,63,3/30/2012
Ho Chi Minh City,37,26,0,66,3/30/2013
Ho Chi Minh City,37,26,0,66,3/30/2014
Ho Chi Minh City,37,26,0.1,58,3/30/2015
Ho Chi Minh City,37,25,0,54,3/30/2016
Ho Chi Minh City,36,27,0.9,57,3/30/2017
Ho Chi Minh City,33,25,1,67,3/30/2018
Ho Chi Minh City,38,27,1.3,63,3/30/2019
Ho Chi Minh City,35,26,0,64,3/30/2020
Ho Chi Minh City,38,26,0,59,3/30/2021
Ho Chi Minh City,33,26,10.2,79,4/20/2009
Ho Chi Minh City,34,27,30.5,81,4/20/2010
Ho Chi Minh City,32,25,6.5,76,4/20/2011
Ho Chi Minh City,38,27,0.8,62,4/20/2012
Ho Chi Minh City,36,28,1.2,61,4/20/2013
Ho Chi Minh City,36,27,8.3,66,4/20/2014
Ho Chi Minh City,37,28,1.4,60,4/20/2015
Ho Chi Minh City,35,26,2.5,68,4/20/2016
Ho Chi Minh City,37,28,0,62,4/20/2017
Ho Chi Minh City,36,27,0.2,58,4/20/2018
Ho Chi Minh City,35,29,0.7,60,4/20/2019
Ho Chi Minh City,36,27,0,61,4/20/2020
Ho Chi Minh City,34,27,6.5,65,4/20/2021
Ho Chi Minh City,33,26,15.8,83,4/21/2009
Ho Chi Minh City,34,26,14.4,77,4/21/2010
Ho Chi Minh City,34,25,0,72,4/21/2011
Ho Chi Minh City,35,28,14.4,64,4/21/2012
Ho Chi Minh City,35,27,1.3,62,4/21/2013
Ho Chi Minh City,38,27,18.2,67,4/21/2014
Ho Chi Minh City,38,30,0.2,58,4/21/2015
Ho Chi Minh City,38,28,0.3,60,4/21/2016
Ho Chi Minh City,38,28,0,61,4/21/2017
Ho Chi Minh City,36,27,0,59,4/21/2018
Ho Chi Minh City,37,28,0.4,60,4/21/2019
Ho Chi Minh City,37,28,0,62,4/21/2020
Ho Chi Minh City,34,28,2.6,66,4/21/2021
Ho Chi Minh City,36,27,21.7,73,4/12/2009
Ho Chi Minh City,33,28,1.4,67,4/12/2010
Ho Chi Minh City,35,25,0.2,60,4/12/2011
Ho Chi Minh City,35,27,2.3,69,4/12/2012
Ho Chi Minh City,37,27,0.4,64,4/12/2013
Ho Chi Minh City,35,26,4.3,67,4/12/2014
Ho Chi Minh City,37,27,6,58,4/12/2015
Ho Chi Minh City,38,29,0.5,61,4/12/2016
Ho Chi Minh City,37,27,0,65,4/12/2017
Ho Chi Minh City,37,27,0,62,4/12/2018
Ho Chi Minh City,35,29,1,62,4/12/2019
Ho Chi Minh City,33,27,35.4,71,4/12/2020
Ho Chi Minh City,35,27,0.2,62,4/12/2021
Ho Chi Minh City,34,26,3.6,75,4/17/2009
Ho Chi Minh City,35,26,1.1,66,4/17/2010
Ho Chi Minh City,37,25,0.3,68,4/17/2011
Ho Chi Minh City,36,27,0,70,4/17/2012
Ho Chi Minh City,36,28,9.1,65,4/17/2013
Ho Chi Minh City,36,26,1.7,62,4/17/2014
Ho Chi Minh City,35,27,0,60,4/17/2015
Ho Chi Minh City,35,26,1.5,66,4/17/2016
Ho Chi Minh City,37,27,0,64,4/17/2017
Ho Chi Minh City,36,28,0.2,56,4/17/2018
Ho Chi Minh City,35,28,12,65,4/17/2019
Ho Chi Minh City,35,27,1.5,63,4/17/2020
Ho Chi Minh City,32,26,11.9,68,4/17/2021
Ho Chi Minh City,35,27,15.4,76,4/18/2009
Ho Chi Minh City,36,27,3.3,66,4/18/2010
Ho Chi Minh City,35,26,13.8,73,4/18/2011
Ho Chi Minh City,36,26,0.2,68,4/18/2012
Ho Chi Minh City,37,28,1.8,62,4/18/2013
Ho Chi Minh City,36,27,0.8,62,4/18/2014
Ho Chi Minh City,36,27,0,61,4/18/2015
Ho Chi Minh City,35,26,3.3,67,4/18/2016
Ho Chi Minh City,36,27,6,65,4/18/2017
Ho Chi Minh City,36,28,0.6,59,4/18/2018
Ho Chi Minh City,34,29,7.8,66,4/18/2019
Ho Chi Minh City,35,27,0.1,63,4/18/2020
Ho Chi Minh City,34,27,2.6,58,4/18/2021
Ho Chi Minh City,33,26,19.8,83,4/22/2009
Ho Chi Minh City,33,27,13.7,78,4/22/2010
Ho Chi Minh City,34,25,6.3,73,4/22/2011
Ho Chi Minh City,35,28,28.8,71,4/22/2012
Ho Chi Minh City,37,28,18.7,64,4/22/2013
Ho Chi Minh City,37,27,13,65,4/22/2014
Ho Chi Minh City,36,28,1.7,64,4/22/2015
Ho Chi Minh City,37,27,0,59,4/22/2016
Ho Chi Minh City,39,29,1.7,57,4/22/2017
Ho Chi Minh City,38,28,0,59,4/22/2018
Ho Chi Minh City,37,29,0,58,4/22/2019
Ho Chi Minh City,37,28,0,61,4/22/2020
Ho Chi Minh City,34,28,12.3,65,4/22/2021
Ho Chi Minh City,32,26,13.7,83,4/23/2009
Ho Chi Minh City,35,27,2.7,71,4/23/2010
Ho Chi Minh City,35,25,1.4,71,4/23/2011
Ho Chi Minh City,35,26,9.2,72,4/23/2012
Ho Chi Minh City,30,28,6.8,74,4/23/2013
Ho Chi Minh City,37,27,0,63,4/23/2014
Ho Chi Minh City,36,28,1.8,60,4/23/2015
Ho Chi Minh City,37,28,0,60,4/23/2016
Ho Chi Minh City,36,28,17.4,64,4/23/2017
Ho Chi Minh City,37,28,1.3,59,4/23/2018
Ho Chi Minh City,38,29,0.2,59,4/23/2019
Ho Chi Minh City,36,28,0.2,60,4/23/2020
Ho Chi Minh City,33,27,8.2,68,4/23/2021
Ho Chi Minh City,37,27,3.8,62,3/31/2009
Ho Chi Minh City,36,27,0.1,60,3/31/2010
Ho Chi Minh City,36,23,0.1,61,3/31/2011
Ho Chi Minh City,36,26,29.8,68,3/31/2012
Ho Chi Minh City,37,27,3.9,67,3/31/2013
Ho Chi Minh City,37,26,0.2,66,3/31/2014
Ho Chi Minh City,36,26,0,59,3/31/2015
Ho Chi Minh City,37,25,0,62,3/31/2016
Ho Chi Minh City,36,26,0.1,60,3/31/2017
Ho Chi Minh City,34,25,0.5,63,3/31/2018
Ho Chi Minh City,34,28,12.2,64,3/31/2019
Ho Chi Minh City,36,26,0,63,3/31/2020
Ho Chi Minh City,37,27,0,56,3/31/2021
Ho Chi Minh City,30,25,44.9,90,4/26/2009
Ho Chi Minh City,38,27,0,56,4/26/2010
Ho Chi Minh City,36,26,0.4,69,4/26/2011
Ho Chi Minh City,36,28,16.3,73,4/26/2012
Ho Chi Minh City,37,27,15.1,68,4/26/2013
Ho Chi Minh City,37,28,2.6,61,4/26/2014
Ho Chi Minh City,36,27,0.4,55,4/26/2015
Ho Chi Minh City,38,29,0.3,59,4/26/2016
Ho Chi Minh City,36,27,4.1,67,4/26/2017
Ho Chi Minh City,37,28,0.6,63,4/26/2018
Ho Chi Minh City,38,29,0,57,4/26/2019
Ho Chi Minh City,37,29,8.7,61,4/26/2020
Ho Chi Minh City,36,28,0.3,60,4/26/2021
Ho Chi Minh City,31,25,22.5,86,4/27/2009
Ho Chi Minh City,36,28,0.4,61,4/27/2010
Ho Chi Minh City,36,26,6.3,68,4/27/2011
Ho Chi Minh City,32,27,10.8,77,4/27/2012
Ho Chi Minh City,35,28,5.9,68,4/27/2013
Ho Chi Minh City,37,28,1.6,63,4/27/2014
Ho Chi Minh City,35,28,17.2,60,4/27/2015
Ho Chi Minh City,38,29,3.9,59,4/27/2016
Ho Chi Minh City,34,27,15.2,67,4/27/2017
Ho Chi Minh City,37,28,0.2,60,4/27/2018
Ho Chi Minh City,38,29,1.9,62,4/27/2019
Ho Chi Minh City,36,28,3.4,58,4/27/2020
Ho Chi Minh City,33,27,1.3,67,4/27/2021
Ho Chi Minh City,32,26,9.6,81,4/28/2009
Ho Chi Minh City,34,28,4.2,68,4/28/2010
Ho Chi Minh City,36,26,0,67,4/28/2011
Ho Chi Minh City,35,26,13.9,71,4/28/2012
Ho Chi Minh City,34,27,32.8,73,4/28/2013
Ho Chi Minh City,36,28,15.2,66,4/28/2014
Ho Chi Minh City,34,27,6.4,68,4/28/2015
Ho Chi Minh City,36,29,4.7,62,4/28/2016
Ho Chi Minh City,34,27,22.6,70,4/28/2017
Ho Chi Minh City,37,28,0,57,4/28/2018
Ho Chi Minh City,34,29,33,69,4/28/2019
Ho Chi Minh City,36,29,0.7,55,4/28/2020
Ho Chi Minh City,32,27,0.7,67,4/28/2021
Ho Chi Minh City,30,25,19.4,88,4/30/2009
Ho Chi Minh City,31,26,5.7,84,4/30/2010
Ho Chi Minh City,37,26,5.2,70,4/30/2011
Ho Chi Minh City,35,26,22.1,75,4/30/2012
Ho Chi Minh City,37,27,0,66,4/30/2013
Ho Chi Minh City,36,27,15.5,66,4/30/2014
Ho Chi Minh City,36,27,0,63,4/30/2015
Ho Chi Minh City,37,29,5.7,58,4/30/2016
Ho Chi Minh City,34,27,16.7,72,4/30/2017
Ho Chi Minh City,35,28,7.3,63,4/30/2018
Ho Chi Minh City,35,29,0.1,63,4/30/2019
Ho Chi Minh City,36,29,0,56,4/30/2020
Ho Chi Minh City,34,26,2.2,61,4/30/2021
Ho Chi Minh City,31,26,30.8,89,5/1/2009
Ho Chi Minh City,35,26,9.2,78,5/1/2010
Ho Chi Minh City,35,26,21.8,75,5/1/2011
Ho Chi Minh City,35,27,1.3,72,5/1/2012
Ho Chi Minh City,38,28,8.3,65,5/1/2013
Ho Chi Minh City,36,28,6.3,65,5/1/2014
Ho Chi Minh City,36,28,4,64,5/1/2015
Ho Chi Minh City,36,29,2.3,58,5/1/2016
Ho Chi Minh City,34,27,16.5,72,5/1/2017
Ho Chi Minh City,36,28,3.4,62,5/1/2018
Ho Chi Minh City,38,29,1.8,60,5/1/2019
Ho Chi Minh City,36,28,0,61,5/1/2020
Ho Chi Minh City,35,28,2,63,5/1/2021
Ho Chi Minh City,33,26,24,83,4/19/2009
Ho Chi Minh City,34,27,22.7,74,4/19/2010
Ho Chi Minh City,34,25,31.1,80,4/19/2011
Ho Chi Minh City,36,26,0,64,4/19/2012
Ho Chi Minh City,37,28,3.7,63,4/19/2013
Ho Chi Minh City,35,27,0.1,63,4/19/2014
Ho Chi Minh City,36,27,0,61,4/19/2015
Ho Chi Minh City,34,26,2.8,68,4/19/2016
Ho Chi Minh City,36,28,0,62,4/19/2017
Ho Chi Minh City,35,27,0.1,61,4/19/2018
Ho Chi Minh City,36,29,0.6,59,4/19/2019
Ho Chi Minh City,35,27,0.1,62,4/19/2020
Ho Chi Minh City,34,27,4.6,66,4/19/2021
Ho Chi Minh City,31,25,18.8,88,5/2/2009
Ho Chi Minh City,33,26,23.8,80,5/2/2010
Ho Chi Minh City,34,26,14.1,75,5/2/2011
Ho Chi Minh City,35,27,1.9,71,5/2/2012
Ho Chi Minh City,36,28,14.6,69,5/2/2013
Ho Chi Minh City,36,28,16.3,66,5/2/2014
Ho Chi Minh City,35,28,13.4,66,5/2/2015
Ho Chi Minh City,36,29,2.6,61,5/2/2016
Ho Chi Minh City,34,27,10.5,70,5/2/2017
Ho Chi Minh City,38,28,8.1,60,5/2/2018
Ho Chi Minh City,38,30,2.4,60,5/2/2019
Ho Chi Minh City,36,28,0.2,60,5/2/2020
Ho Chi Minh City,36,28,0,63,5/2/2021
Ho Chi Minh City,27,25,28.4,93,5/3/2009
Ho Chi Minh City,32,26,45.1,84,5/3/2010
Ho Chi Minh City,35,27,0.5,72,5/3/2011
Ho Chi Minh City,34,27,8.6,71,5/3/2012
Ho Chi Minh City,37,28,2.6,68,5/3/2013
Ho Chi Minh City,35,28,21.7,70,5/3/2014
Ho Chi Minh City,35,28,5.6,65,5/3/2015
Ho Chi Minh City,38,29,0.8,60,5/3/2016
Ho Chi Minh City,35,28,8.7,69,5/3/2017
Ho Chi Minh City,35,28,5,62,5/3/2018
Ho Chi Minh City,35,29,11,65,5/3/2019
Ho Chi Minh City,35,28,5,64,5/3/2020
Ho Chi Minh City,37,28,0,57,5/3/2021
Ho Chi Minh City,32,24,4.3,85,5/4/2009
Ho Chi Minh City,30,27,24.9,88,5/4/2010
Ho Chi Minh City,36,26,2.4,70,5/4/2011
Ho Chi Minh City,36,27,7,68,5/4/2012
Ho Chi Minh City,35,28,16.1,69,5/4/2013
Ho Chi Minh City,38,27,9.6,68,5/4/2014
Ho Chi Minh City,36,28,10.7,64,5/4/2015
Ho Chi Minh City,38,30,0.1,59,5/4/2016
Ho Chi Minh City,35,28,23.8,71,5/4/2017
Ho Chi Minh City,35,28,0.3,61,5/4/2018
Ho Chi Minh City,35,29,22.1,69,5/4/2019
Ho Chi Minh City,36,28,0.8,64,5/4/2020
Ho Chi Minh City,38,28,0,60,5/4/2021
Ho Chi Minh City,31,26,14.6,85,4/29/2009
Ho Chi Minh City,32,27,15.7,82,4/29/2010
Ho Chi Minh City,36,26,4.8,70,4/29/2011
Ho Chi Minh City,34,27,22.8,77,4/29/2012
Ho Chi Minh City,35,27,0.2,70,4/29/2013
Ho Chi Minh City,35,28,8,67,4/29/2014
Ho Chi Minh City,35,28,12.5,66,4/29/2015
Ho Chi Minh City,36,29,7.5,63,4/29/2016
Ho Chi Minh City,33,27,21.9,74,4/29/2017
Ho Chi Minh City,37,28,3.9,61,4/29/2018
Ho Chi Minh City,37,29,0,63,4/29/2019
Ho Chi Minh City,35,28,0.4,58,4/29/2020
Ho Chi Minh City,33,27,5.8,69,4/29/2021
Ho Chi Minh City,30,26,26.9,89,5/9/2009
Ho Chi Minh City,37,28,7.4,71,5/9/2010
Ho Chi Minh City,34,26,21.2,77,5/9/2011
Ho Chi Minh City,34,27,6.8,74,5/9/2012
Ho Chi Minh City,35,28,8.2,73,5/9/2013
Ho Chi Minh City,36,28,6.9,68,5/9/2014
Ho Chi Minh City,35,28,14.3,68,5/9/2015
Ho Chi Minh City,36,29,1.6,64,5/9/2016
Ho Chi Minh City,33,27,0.4,73,5/9/2017
Ho Chi Minh City,34,28,9.7,68,5/9/2018
Ho Chi Minh City,34,29,33,70,5/9/2019
Ho Chi Minh City,37,29,5.8,64,5/9/2020
Ho Chi Minh City,35,28,8.2,64,5/9/2021
Ho Chi Minh City,30,25,12.5,90,5/10/2009
Ho Chi Minh City,39,27,8.4,71,5/10/2010
Ho Chi Minh City,34,27,10.5,69,5/10/2011
Ho Chi Minh City,35,26,10.7,72,5/10/2012
Ho Chi Minh City,36,28,6,68,5/10/2013
Ho Chi Minh City,36,28,9.5,68,5/10/2014
Ho Chi Minh City,35,28,7.9,67,5/10/2015
Ho Chi Minh City,36,29,0.6,61,5/10/2016
Ho Chi Minh City,34,27,15,69,5/10/2017
Ho Chi Minh City,35,28,2.1,66,5/10/2018
Ho Chi Minh City,34,28,23.8,71,5/10/2019
Ho Chi Minh City,35,29,0,63,5/10/2020
Ho Chi Minh City,34,27,3.7,67,5/10/2021
Ho Chi Minh City,30,26,38.3,88,4/24/2009
Ho Chi Minh City,37,27,0,61,4/24/2010
Ho Chi Minh City,35,25,15.7,71,4/24/2011
Ho Chi Minh City,35,27,10.5,70,4/24/2012
Ho Chi Minh City,36,27,1.9,67,4/24/2013
Ho Chi Minh City,36,27,0.6,65,4/24/2014
Ho Chi Minh City,37,28,3.3,57,4/24/2015
Ho Chi Minh City,38,27,0,59,4/24/2016
Ho Chi Minh City,35,28,15.8,66,4/24/2017
Ho Chi Minh City,37,28,4.5,60,4/24/2018
Ho Chi Minh City,39,29,0,59,4/24/2019
Ho Chi Minh City,35,29,10.8,62,4/24/2020
Ho Chi Minh City,35,27,0.4,65,4/24/2021
Ho Chi Minh City,34,25,5.6,78,5/6/2009
Ho Chi Minh City,37,26,1.6,69,5/6/2010
Ho Chi Minh City,35,26,18.2,74,5/6/2011
Ho Chi Minh City,36,27,16.9,75,5/6/2012
Ho Chi Minh City,38,29,13.7,64,5/6/2013
Ho Chi Minh City,38,28,3.3,63,5/6/2014
Ho Chi Minh City,36,28,19.4,66,5/6/2015
Ho Chi Minh City,37,29,4.3,63,5/6/2016
Ho Chi Minh City,35,28,1,68,5/6/2017
Ho Chi Minh City,35,28,16.7,65,5/6/2018
Ho Chi Minh City,37,29,3,63,5/6/2019
Ho Chi Minh City,36,28,0.1,62,5/6/2020
Ho Chi Minh City,35,29,0.2,59,5/6/2021
Ho Chi Minh City,30,24,4.6,83,5/5/2009
Ho Chi Minh City,34,26,5.7,79,5/5/2010
Ho Chi Minh City,36,26,11.1,70,5/5/2011
Ho Chi Minh City,35,27,4,71,5/5/2012
Ho Chi Minh City,37,28,0.8,63,5/5/2013
Ho Chi Minh City,37,28,3.3,66,5/5/2014
Ho Chi Minh City,35,28,7.9,67,5/5/2015
Ho Chi Minh City,37,29,3.7,60,5/5/2016
Ho Chi Minh City,36,28,19.2,69,5/5/2017
Ho Chi Minh City,36,28,0,61,5/5/2018
Ho Chi Minh City,36,29,1.4,65,5/5/2019
Ho Chi Minh City,36,29,2.9,65,5/5/2020
Ho Chi Minh City,38,29,0,52,5/5/2021
Ho Chi Minh City,32,25,11.6,86,5/8/2009
Ho Chi Minh City,40,28,0.7,60,5/8/2010
Ho Chi Minh City,34,26,4,75,5/8/2011
Ho Chi Minh City,34,26,6,77,5/8/2012
Ho Chi Minh City,36,29,18.6,72,5/8/2013
Ho Chi Minh City,37,28,21.2,70,5/8/2014
Ho Chi Minh City,34,28,6.4,67,5/8/2015
Ho Chi Minh City,37,29,1.8,62,5/8/2016
Ho Chi Minh City,35,27,27.2,73,5/8/2017
Ho Chi Minh City,35,28,14.3,67,5/8/2018
Ho Chi Minh City,37,29,14.1,64,5/8/2019
Ho Chi Minh City,35,29,0.7,65,5/8/2020
Ho Chi Minh City,36,28,1.4,64,5/8/2021
Ho Chi Minh City,33,26,6.4,83,5/15/2009
Ho Chi Minh City,35,28,13.2,74,5/15/2010
Ho Chi Minh City,35,27,13.8,75,5/15/2011
Ho Chi Minh City,29,26,17.8,85,5/15/2012
Ho Chi Minh City,36,28,10,68,5/15/2013
Ho Chi Minh City,36,28,14.2,71,5/15/2014
Ho Chi Minh City,35,28,14.7,65,5/15/2015
Ho Chi Minh City,36,28,17.6,66,5/15/2016
Ho Chi Minh City,34,28,30.9,73,5/15/2017
Ho Chi Minh City,36,29,0,62,5/15/2018
Ho Chi Minh City,34,28,22.2,71,5/15/2019
Ho Chi Minh City,37,29,6.2,63,5/15/2020
Ho Chi Minh City,36,28,5.2,64,5/15/2021
Ho Chi Minh City,31,26,20.2,86,4/25/2009
Ho Chi Minh City,35,28,0,57,4/25/2010
Ho Chi Minh City,35,26,10,69,4/25/2011
Ho Chi Minh City,34,27,17.4,71,4/25/2012
Ho Chi Minh City,36,27,0,67,4/25/2013
Ho Chi Minh City,39,27,0.9,63,4/25/2014
Ho Chi Minh City,36,28,1.5,56,4/25/2015
Ho Chi Minh City,37,28,0,60,4/25/2016
